--- Log Capture Start: 20260318_182654 ---
03-18 18:24:40.251 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:40.351 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:40.453 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:40.553 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:40.654 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:40.755 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:40.859 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:40.962 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:41.063 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:41.164 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:41.268 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:41.365 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:41.466 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:41.567 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:41.669 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:41.770 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:41.873 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:41.976 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:42.078 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:42.179 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:42.278 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:42.383 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:42.485 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:42.583 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:42.683 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:42.783 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:42.888 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:42.989 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:43.093 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:43.195 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:43.295 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:43.399 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:43.501 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:43.600 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:43.697 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:43.801 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:43.907 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:44.007 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:44.109 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:44.211 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:44.311 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:44.415 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:44.518 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:44.614 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:24:44.718 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:24:44.823 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:24:44.925 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:46.045 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-46)，但未检测到靠近动作 (原地站立)
03-18 18:24:46.146 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-46)，但未检测到靠近动作 (原地站立)
03-18 18:24:46.248 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-47)，但未检测到靠近动作 (原地站立)
03-18 18:24:46.349 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-48)，但未检测到靠近动作 (原地站立)
03-18 18:24:46.450 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-49)，但未检测到靠近动作 (原地站立)
03-18 18:24:46.560 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:46.648 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:24:46.749 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:24:46.855 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:46.956 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:47.058 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:47.157 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:47.264 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:47.363 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:47.464 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:47.568 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:47.667 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:47.767 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:47.871 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:47.973 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:48.279 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:48.380 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:48.484 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:48.581 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:48.681 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:48.782 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:48.884 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:48.988 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:49.088 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:49.191 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:49.294 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:49.396 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:49.498 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:49.596 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:49.696 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:49.799 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:49.902 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:50.000 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:50.101 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:50.202 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:50.306 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:50.409 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:50.511 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:50.611 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:50.711 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:50.815 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:50.917 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:51.018 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:51.121 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:51.224 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:51.325 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:51.429 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:51.531 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:51.628 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:51.731 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:51.833 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:51.939 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:53.055 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:53.158 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:53.257 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:53.359 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:53.461 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:53.558 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:53.659 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:53.760 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:53.865 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-46)，但未检测到靠近动作 (原地站立)
03-18 18:24:53.964 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:54.068 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:54.169 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:54.269 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:54.370 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-46)，但未检测到靠近动作 (原地站立)
03-18 18:24:54.475 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-46)，但未检测到靠近动作 (原地站立)
03-18 18:24:54.574 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-46)，但未检测到靠近动作 (原地站立)
03-18 18:24:54.674 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:54.774 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:54.875 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:54.980 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:24:55.082 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-46)，但未检测到靠近动作 (原地站立)
03-18 18:24:55.180 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-46)，但未检测到靠近动作 (原地站立)
03-18 18:24:55.281 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-47)，但未检测到靠近动作 (原地站立)
03-18 18:24:55.380 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-47)，但未检测到靠近动作 (原地站立)
03-18 18:24:55.487 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-49)，但未检测到靠近动作 (原地站立)
03-18 18:24:55.587 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:24:55.688 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:24:55.790 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:24:55.893 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:24:55.992 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:56.097 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:56.200 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:56.297 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:56.399 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:56.497 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:56.600 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:56.703 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:56.803 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:56.905 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:57.009 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:57.109 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:57.210 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:57.311 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:57.415 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:57.516 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:57.618 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:24:57.716 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:57.823 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:57.928 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:58.027 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:58.129 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:24:58.231 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:24:58.330 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:24:58.435 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:24:58.534 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:24:58.636 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:24:58.740 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:24:58.838 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:00.168 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:25:00.270 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-45)，但未检测到靠近动作 (原地站立)
03-18 18:25:00.369 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-46)，但未检测到靠近动作 (原地站立)
03-18 18:25:00.471 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-46)，但未检测到靠近动作 (原地站立)
03-18 18:25:00.573 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-47)，但未检测到靠近动作 (原地站立)
03-18 18:25:00.677 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-48)，但未检测到靠近动作 (原地站立)
03-18 18:25:00.778 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-50)，但未检测到靠近动作 (原地站立)
03-18 18:25:00.879 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-51)，但未检测到靠近动作 (原地站立)
03-18 18:25:00.983 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:01.084 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:01.187 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:01.287 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:01.389 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:25:01.492 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-58)，但未检测到靠近动作 (原地站立)
03-18 18:25:01.590 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-58)，但未检测到靠近动作 (原地站立)
03-18 18:25:01.692 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:01.798 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:01.898 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:02.001 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:02.104 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:02.200 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-58)，但未检测到靠近动作 (原地站立)
03-18 18:25:02.298 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-58)，但未检测到靠近动作 (原地站立)
03-18 18:25:03.213 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:03.309 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:03.412 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:03.513 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:03.614 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:03.715 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:03.815 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:03.915 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:04.016 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:04.116 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:04.216 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:04.313 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:04.417 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:04.516 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:04.620 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:04.722 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:04.823 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:04.925 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:05.027 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:05.130 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:05.235 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:05.333 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:05.435 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:05.537 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:05.639 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:05.742 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:05.844 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:05.946 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:06.048 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:06.150 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:06.250 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
